total_result,temp,wind,total_line,away_rest,home_rest,avg_away_total_yards,avg_home_total_yards,avg_away_total_yards_against,avg_home_total_yards_against,away_total_offense_rank,home_total_offense_rank,away_total_defense_rank,home_total_defense_rank,elo1_pre,elo2_pre,elo_prob1,elo_prob2,qbelo1_pre,qbelo2_pre,qb1_value_pre,qb2_value_pre,qb1_adj,qb2_adj,total_team_elo,total_qb_elo,team_elo_diff,qb_elo_diff
Under,82,10,37.5,6,7,346.6666666666667,339.6666666666667,351.6666666666667,293.6666666666667,16,15,21,5,1522.959,1558.551,0.5422207328022988,0.4577792671977012,1546.32773976,1534.73201866,92.19268335684,127.48124896947,-3.06489912811,-1.08650151278,3081.05975842,-4.15140064089,11.595721099999992,1.97839761533
Over,73,0,47.0,7,7,350.3333333333333,379.6666666666667,329.3333333333333,369.3333333333333,18,23,11,23,1697.402,1547.56,0.7749943047259696,0.2250056952740303,1640.79073641,1507.41003611,152.76329194269,135.36338405963997,9.6226277471,2.37886911983,3148.20077252,12.00149686693,133.38070029999994,7.243758627269999
Under,72,0,38.5,7,7,242.66666666666663,351.0,332.3333333333333,339.6666666666667,2,19,12,14,1523.935,1468.734,0.57877886,0.42122114,1486.464683,1451.60921,73.52345204,83.18245774,-5.101909216,-9.855443006,2938.073893,-14.957352222,34.85547299999985,4.75353379
Over,78,1,46.0,7,7,389.3333333333333,329.3333333333333,318.6666666666667,350.3333333333333,25,12,7,19,1466.742,1509.394,0.5321170756451579,0.4678829243548421,1465.90268897,1508.44845449,79.47512941598998,131.48728019295,6.5602876845,7.17534856536,2974.35114346,13.73563624986,42.54576551999981,0.6150608808599998
Under,87,10,35.0,14,7,257.0,328.6666666666667,265.0,325.0,3,10,4,8,1528.962,1427.097,0.7232323419046426,0.2767676580953574,1531.01082561,1467.30809173,103.05805719462,52.52641606773,-3.44188122613,-15.0812802286,2998.31891734,-18.52316145473,63.702733880000096,11.63939900247
Under,82,9,45.0,7,7,315.6666666666667,318.6666666666667,349.0,389.3333333333333,6,7,17,25,1454.466,1661.568,0.3061873352516288,0.6938126647483711,1449.25981602,1669.06464144,110.4040252161,225.7522303212,-4.54331745738,0.621053587415,3118.3244574600003,-3.922263869965,219.80482542000004,5.164371044795
Under,80,7,37.0,7,13,411.3333333333333,367.0,349.3333333333333,343.0,27,22,18,15,1474.591,1492.585,0.56723732291185,0.43276267708815,1494.51212013,1528.2210127,39.53275961745,144.33293807625,-29.0519337922,13.4032963506,3022.73313283,-15.6486374416,33.70889256999999,42.4552301428
Under,79,6,31.5,7,14,293.6666666666667,329.0,339.6666666666667,304.0,5,11,14,6,1490.278,1512.263,0.5615891982881872,0.4384108017118128,1514.89275326,1508.29286466,21.289881236382,22.671,-58.1992102463,-88.4476178644,3023.1856179200004,-146.6468281107,6.599888599999986,30.248407618100003
Under,72,0,44.5,7,7,339.6666666666667,332.3333333333333,351.0,242.66666666666663,15,13,20,1,1551.665,1475.318,0.6928886106732665,0.3071113893267335,1575.20721683,1492.6786924,119.74405901964,158.93559104115,8.8383942665,-5.91216743214,3067.88590923,2.9262268343599995,82.52852443000006,14.75056169864
Over,87,17,46.5,7,6,451.3333333333333,351.6666666666667,352.3333333333333,346.6666666666667,28,20,22,16,1544.416,1591.079,0.5263645890340626,0.4736354109659374,1544.86877909,1621.45193079,139.91904235749,177.80215202178,-3.8866558419,18.1916647632,3166.3207098800003,14.3050089213,76.58315169999992,22.0783206051
Under,66,10,46.0,7,7,381.3333333333333,352.3333333333333,261.3333333333333,451.3333333333333,24,21,2,28,1381.479,1468.468,0.4683974691728141,0.5316025308271859,1428.47066285,1502.54887364,115.17533545254,100.98039996957,12.5689795936,12.1633932374,2931.01953649,24.732372831,74.07821078999996,0.4055863562000006
Over,66,13,42.0,7,7,261.3333333333333,349.3333333333333,381.3333333333333,411.3333333333333,4,17,24,27,1359.105,1366.147,0.489867135,0.510132865,1354.36652,1384.008251,49.16335012,83.87655374,-9.234440088,12.19844178,2738.374771,2.964001692,29.641730999999936,21.432881868
Over,75,3,43.0,8,8,325.0,319.0,328.6666666666667,328.0,9,8,10,9,1533.456,1480.823,0.6631023060590848,0.3368976939409152,1528.04361562,1458.17819427,109.91683363221,138.64235940159,-2.89697218999,-1.64997167457,2986.2218098900003,-4.54694386456,69.86542135000013,1.24700051542
Over,72,0,43.5,7,7,362.75,342.5,370.5,333.0,19,16,23,13,1569.236,1642.111,0.4886689043821854,0.5113310956178145,1591.3706476,1586.28004501,50.77747623696,147.41493408378,-64.1982219144,5.94098253385,3177.65069261,-58.25723938055,5.0906025899998895,70.13920444825
Over,50,8,33.0,14,7,328.0,243.0,319.0,348.0,12,1,10,17,1493.48,1493.122,0.5929637190589657,0.4070362809410343,1457.44412356,1454.59019761,99.97393163307,89.69705089685999,18.1268379188,3.67916649846,2912.03432117,21.80600441726,2.8539259500000758,14.44767142034
Under,52,6,35.0,14,14,261.6666666666667,349.0,394.6666666666667,315.6666666666667,5,18,28,8,1408.888,1414.272,0.5849621157355122,0.4150378842644878,1387.00466601,1447.94404564,88.65040141022999,33.494673302639995,1.76639813931,-9.54272950578,2834.94871165,-7.776331366470001,60.93937963000008,11.30912764509
Over,72,0,33.0,7,7,305.6666666666667,247.33333333333331,254.7777777777778,342.7777777777778,7,2,5,16,1418.817,1510.9,0.4611031820098336,0.5388968179901664,1456.58100888,1529.52006624,53.23929658575,26.154654739818,-13.521417408,-51.7020820329,2986.10107512,-65.2234994409,72.9390573600001,38.1806646249
Over,52,10,41.0,7,6,348.0,334.0,243.0,313.25,17,13,2,7,1471.956,1499.189,0.5541380152979135,0.4458619847020865,1449.60187841,1480.62976943,155.08383088143,95.4550251897,6.65326224112,-3.16794099365,2930.23164784,3.4853212474700004,31.02789101999997,9.82120323477
Over,72,0,40.5,7,7,321.25,248.33333333333331,327.75,387.77777777777777,10,3,12,26,1432.452,1436.686,0.5865684030745181,0.4134315969254819,1431.1589514,1433.51702554,48.898101681,121.99008454545,-12.5934343597,1.4673862952,2864.67597694,-11.1260480645,2.358074140000099,14.0608206549
Under,57,7,32.0,7,7,339.25,264.5,249.75,311.5,14,6,4,6,1491.641,1537.242,0.5278884301892497,0.4721115698107503,1493.66555167,1541.73790845,72.44708605992,97.73581828989,-30.474453673,-5.90058133748,3035.40346012,-36.37503501048,48.072356780000064,24.57387233552
Over,72,0,48.0,7,7,398.75,413.0,367.0,362.0,26,27,22,20,1481.191,1480.838,0.5929567722060014,0.4070432277939986,1479.77286646,1514.65182669,142.42245493772998,154.87723825199998,11.8965106683,17.6303490119,2994.42469315,29.5268596802,34.878960230000075,5.733838343600002
Under,64,3,47.0,7,7,327.75,248.75,321.25,382.5,11,4,11,25,1330.878,1679.349,0.1635852628727309,0.836414737127269,1330.14438861,1684.80743192,112.90158,238.81554871548,72.3144335847,7.10996370805,3014.95182053,79.42439729275,354.6630433099999,65.20446987665
Over,81,10,42.0,6,7,313.25,382.5,334.0,248.75,8,24,14,3,1394.375,1542.322,0.3828470523113692,0.6171529476886308,1408.23038169,1536.61993148,107.52342674271,114.29547843351,23.7563069294,-0.836294727133,2944.85031317,22.920012202267,128.38954979000005,24.592601656533
Under,77,0,44.0,7,7,437.75,368.0,355.0,351.0,28,21,19,18,1447.57,1611.736,0.3610417799516735,0.6389582200483265,1482.25622146,1638.40058253,85.28386402272,189.80786701173,3.70696070125,22.6122238959,3120.6568039900003,26.31918459715,156.14436107000006,18.90526319465
Over,50,7,34.5,7,7,367.0,341.0,394.5555555555555,317.75,20,15,27,9,1587.558,1486.338,0.7224885213046162,0.2775114786953838,1567.49359104,1508.08130614,128.58265955798998,48.52329583002,-0.506865316782,-23.1070494735,3075.57489718,-23.613914790282,59.41228490000003,22.600184156718
Over,80,5,38.0,7,7,389.5,317.75,241.875,341.0,25,9,1,15,1493.952,1593.239,0.4508166012459898,0.5491833987540102,1513.56616738,1582.47807198,87.96434041164,168.21408275495995,-4.90162371567,23.7215624305,3096.04423936,18.81993871483,68.91190460000007,28.62318614617
Over,64,8,45.5,15,8,369.3333333333333,370.5,379.6666666666667,362.75,22,23,24,21,1602.852,1643.131,0.5355164624474272,0.4644835375525728,1561.92072751,1598.20067892,151.99302188103,123.80227348038,10.0823847093,13.3397611443,3160.12140643,23.4221458536,36.27995140999997,3.257376435000001
Under,67,22,33.5,7,7,335.25,326.5,269.5,252.0,15,10,6,3,1478.769,1428.268,0.6603551317354169,0.339644868264583,1500.92741327,1410.1991948,34.80718738728,91.43189130438,-43.7514087531,3.57691111516,2911.12660807,-40.17449763794,90.72821847,47.32831986826
Under,57,9,37.5,14,7,333.0,269.5,342.5,335.25,13,5,15,14,1394.893,1457.747,0.5030883029816848,0.4969116970183152,1424.74951686,1476.51526162,32.547132265494,135.98894333574,-9.53936354915,-18.3093883589,2901.26477848,-27.84875190805,51.76574475999996,8.770024809750002
Under,76,0,45.5,14,7,362.0,385.6,413.0,383.0,22,23,27,21,1490.1,1494.946,0.585713805865853,0.414286194134147,1526.31201435,1494.57827701,114.11550333117,98.85155754771,17.9374369097,15.9204873661,3020.89029136,33.8579242758,31.73373734000006,2.016949543600001
Under,72,0,42.0,7,7,316.6,252.0,399.2,326.5,6,2,24,10,1450.947,1554.198,0.445173722902209,0.554826277097791,1485.17366185,1550.64816371,43.68400475307,124.53806322639,-17.218569759,4.08066821295,3035.82182556,-13.13790154605,65.47450186000015,21.29923797195
Over,66,7,42.5,7,14,387.0,355.0,320.0,437.75,25,19,8,28,1523.759,1480.669,0.6507223881539985,0.3492776118460015,1527.92012736,1501.99887985,133.86484670262,72.75898708683,-7.55761998509,-9.83653380099,3029.91900721,-17.39415378608,25.92124750999983,2.278913815900001
Over,72,0,42.0,7,7,356.8,332.8,388.4,329.0,20,12,23,11,1555.736,1464.893,0.627833658,0.372166342,1577.648962,1446.264275,122.4647339,79.04485601,5.295706943,-11.16202701,3023.913237,-5.866320066999999,131.384687,16.457733952999998
Over,56,15,36.0,7,6,322.6,359.25,385.8,349.125,8,21,22,16,1655.032,1509.42,0.7707198144912127,0.2292801855087873,1609.09320796,1529.24311799,61.95980670264,93.0363317466,-74.8074719594,-2.00876512668,3138.33632595,-76.81623708608001,79.85008997,72.79870683272
Over,81,9,33.0,7,7,330.75,333.4,249.25,256.6,11,14,2,4,1526.96,1477.737,0.6587031705398242,0.3412968294601758,1530.42269948,1438.74106803,93.91635991353,90.52031569845,-7.48798870701,4.81822206098,2969.16376751,-2.66976664603,91.68163144999994,12.30621076799
Over,66,0,44.5,7,7,385.8,319.0,322.6,257.0666666666667,24,7,9,5,1469.357,1577.771,0.4378453871840221,0.562154612815978,1464.48830126,1566.80112138,139.10989248255,174.4746444045,9.94537834254,25.3877726715,3031.2894226400003,35.33315101404,102.31282011999996,15.44239432896
Over,52,15,33.0,7,7,256.6,248.0,333.4,330.2,3,1,13,12,1508.864,1501.924,0.6020753478769865,0.3979246521230135,1473.29325315,1504.98076065,104.1772889355,70.80198535475999,19.7886143887,-29.7732817549,2978.2740138,-9.9846673662,31.68750750000004,49.5618961436
Over,75,5,44.0,7,7,388.4,324.2,356.8,383.0,26,9,17,21,1593.227,1655.611,0.5037646554845284,0.4962353445154716,1573.57601732,1600.00173081,119.0869661751,168.36729892224,-5.25222349883,15.6464144198,3173.57774813,10.39419092097,26.42571349000013,20.89863791863
Under,64,7,50.5,6,14,353.4,351.0,361.26666666666665,368.0,18,17,18,19,1402.377,1590.951,0.3293008012903076,0.6706991987096924,1448.76331504,1551.02819847,107.38389257211,147.86543623632,8.04408908076,7.07134877263,2999.79151351,15.11543785339,102.26488343000004,0.9727403081299988
Over,57,14,45.5,7,7,259.25,409.0,318.4375,413.0,4,27,7,27,1504.621,1399.78,0.726648307912728,0.2733516920872719,1535.47188552,1400.18767568,159.92169938085,35.64111678501,18.9336227779,-18.0100412156,2935.6595612,0.9235815622999972,135.2842098399999,36.9436639935
Over,72,0,50.5,8,8,413.0,337.2,409.0,240.4,28,16,25,1,1688.791,1457.408,0.8463320529984467,0.1536679470015532,1696.81194261,1458.95280763,225.43485737487,144.97067838924,0.0535930949682,12.2269048037,3155.76475024,12.2804978986682,237.8591349799999,12.1733117087318
Over,78,15,42.5,5,5,339.4,330.8,396.0,340.52,14,11,26,15,1460.165,1537.605,0.482105047431076,0.517894952568924,1422.51045248,1541.21326828,87.14446922742,137.66626533627,3.70963106062,-6.0334088659,2963.72372076,-2.32377780528,118.70281580000004,9.74303992652
Under,47,6,43.0,7,7,332.8,386.6666666666667,312.08000000000004,328.6666666666667,12,23,6,9,1596.64,1621.861,0.5569977449792822,0.4430022550207177,1584.45664619,1583.89246597,186.6741606972,130.22055832203,29.9679489681,25.9598409716,3168.34911216,55.9277899397,0.5641802199997983,4.0081079965000015
Under,47,5,36.0,7,7,252.2,311.6,320.68,333.8,2,7,8,12,1411.235,1444.881,0.5449999396929861,0.4550000603070139,1392.73488749,1478.88944973,76.84166420535,104.58876849894,-3.4397688479,63.9822394727,2871.62433722,60.5424706248,86.15456224000013,67.4220083206
Over,72,0,44.5,6,7,342.1666666666667,256.6,404.1666666666667,424.8,15,3,27,28,1382.035,1696.62,0.1920527417407058,0.8079472582592941,1387.13261038,1705.22779291,39.95446514565,219.41967608451,-14.4288724879,-2.96615128665,3092.36040329,-17.39502377455,318.0951825300001,11.46272120125
Under,72,0,46.0,14,7,329.0,329.8,332.8,258.0,9,10,11,2,1425.399,1506.252,0.4772015187925689,0.5227984812074311,1442.95430189,1483.96737305,119.22936402201,170.27400699243,-26.8712634988,13.9156868176,2926.92167494,-12.955576681200002,41.01307116000021,40.7869503164
Under,53,17,47.0,7,14,354.1666666666667,383.0,347.6666666666667,385.6,20,22,18,22,1569.206,1607.408,0.5384891262494672,0.4615108737505328,1594.34478963,1575.84866576,164.97319989711,140.8752342459,8.45883553208,2.82386884807,3170.19345539,11.28270438015,18.49612387000002,5.63496668401
Under,72,0,50.0,7,6,355.6666666666667,404.1666666666667,342.6666666666667,342.1666666666667,21,27,17,16,1449.579,1454.984,0.5849327666257046,0.4150672333742954,1450.53695734,1438.47620533,1.8868031093538,93.38098081719,-135.50330661,-3.38852188603,2889.0131626700004,-138.89182849603,12.060752009999987,132.11478472397002
Over,60,4,38.0,14,7,240.4,396.0,337.2,339.4,1,25,13,14,1466.823,1321.435,0.770491875651126,0.229508124348874,1488.70573893,1318.13987791,85.2742635393,68.72442565395001,-3.08948307118,46.6101347325,2806.84561684,43.52065166132,170.56586102000006,49.69961780368
Under,55,1,45.5,7,7,388.6666666666667,422.1666666666667,352.6666666666667,257.0416666666667,24,28,19,1,1522.367,1501.28,0.6214145506285865,0.3785854493714135,1548.52695082,1537.13040813,152.27995218348,116.82705347379,13.8623726271,18.3963442658,3085.65735895,32.2587168929,11.396542689999931,4.533971638700001
Under,83,5,45.0,7,14,328.6666666666667,399.2,386.6666666666667,316.6,8,26,23,7,1382.499,1450.489,0.4956971503324219,0.5043028496675781,1394.20214945,1446.83277645,119.42090873459998,92.59391770332,28.8271482376,-36.7234597126,2841.0349259,-7.896311474999997,52.630627,65.5506079502
Under,48,6,32.0,7,7,333.8,258.0,311.6,329.8,13,4,5,10,1427.241,1495.802,0.4948754884941682,0.5051245115058318,1458.31047659,1518.39172058,31.294329701943,46.44859030053,-9.68879665346,-34.8077642898,2976.70219717,-44.49656094326,60.08124399000008,25.118967636339995
Over,54,17,46.5,7,7,343.5,350.8,388.3333333333333,389.28,17,19,24,25,1483.765,1615.008,0.4058072759721314,0.5941927240278686,1483.75988323,1594.44337357,89.56824740886,131.58776747951998,10.4828079285,1.2402190474,3078.2032568,11.7230269759,110.68349033999992,9.2425888811
Over,59,0,42.0,7,7,264.8333333333333,347.0,265.5,354.32,5,18,4,20,1385.921,1527.343,0.3917599377087586,0.6082400622912414,1423.94284774,1491.35711238,93.57240227379,103.07460913761,0.73549139406,18.6676395135,2915.29996012,19.40313090756,67.41426464000006,17.93214811944
Under,72,0,41.0,8,8,265.5,342.6666666666667,264.8333333333333,355.6666666666667,6,16,3,21,1565.645,1483.445,0.7000112251852586,0.2999887748147414,1585.43703126,1486.91690141,117.25130174801998,54.41314770936,2.31678455534,-36.4790368615,3072.35393267,-34.16225230616,98.52012984999988,38.79582141684
Over,70,5,44.0,7,14,339.5,320.0,336.5,252.16666666666663,15,9,12,2,1560.264,1439.999,0.7439252314879259,0.2560747685120741,1556.93237583,1459.26564639,116.43854320131,129.64976561097,-0.394654983543,-21.3052989403,3016.19802222,-21.699953923843,97.66672943999993,20.910643956757
Under,58,9,46.0,7,7,336.5,376.8571428571428,339.5,330.11428571428576,13,25,14,9,1565.917,1491.652,0.6903324055263824,0.3096675944736176,1551.78718657,1467.65602855,175.23620220512998,188.34166387806,22.5253983791,22.2537305892,3019.44321512,44.7791289683,84.13115801999993,0.2716677899000004
Over,71,0,41.0,7,7,365.1666666666667,376.0,333.72222222222223,404.1428571428572,22,24,11,27,1491.179,1406.717,0.7027384603823992,0.2972615396176008,1526.30353051,1410.73991663,95.06545015011,96.88888850916,6.59572910783,16.398704806,2937.04344714,22.99443391383,115.56361388000003,9.802975698170002
Under,72,0,32.5,7,7,263.0,265.0,316.5,291.5,4,5,7,6,1460.21,1443.527,0.6154323104013368,0.3845676895986632,1489.12148263,1473.79154143,113.55898912412998,35.655350548289995,64.9144013732,-7.02384639759,2962.91302406,57.89055497561,15.329941199999894,71.93824777079
Under,72,0,37.5,7,7,291.5,244.0,265.0,358.8055555555556,6,2,5,21,1371.877,1395.906,0.5586902103960554,0.4413097896039446,1378.03735864,1382.50285459,32.853153768567,50.31424344111,-16.7864913139,-16.1199395597,2760.54021323,-32.9064308736,4.465495949999877,0.6665517542000003
Under,64,13,41.0,7,7,407.3333333333333,344.1666666666667,239.0,350.4166666666667,28,16,1,18,1492.258,1481.837,0.6068661640372446,0.3931338359627554,1491.61813139,1507.47379007,94.01314672595998,99.77180235165,12.1811171906,4.31158772059,2999.09192146,16.49270491119,15.855658680000031,7.86952947001
Over,72,0,43.0,14,7,313.8333333333333,390.2857142857143,337.2083333333333,354.7142857142857,7,27,13,19,1469.663,1542.591,0.4885926706870805,0.5114073293129194,1480.27691985,1554.44385998,10.687297927548,85.40233144905,-124.32789387,-5.62472345693,3034.72077983,-129.95261732693,74.16694013000006,118.70317041307
Over,67,9,46.0,7,7,359.6666666666667,333.0,261.1944444444444,370.0285714285714,20,12,3,23,1426.27,1424.876,0.5944023013177463,0.4055976986822537,1430.29500927,1457.84578132,138.12892406082,107.4526748361,12.9243520593,7.63826983011,2888.14079059,20.56262188941,27.550772049999978,5.286082229190001
Under,76,3,41.0,9,7,325.0,354.7142857142857,361.8333333333333,390.2857142857143,10,19,22,26,1434.9,1437.174,0.5893018177256879,0.4106981822743121,1408.73624281,1402.17159696,87.05284472609999,65.7018679383,-6.34055660364,-6.45893213275,2810.90783977,-12.79948873639,6.5646458500000335,0.1183755291100006
Under,73,8,51.0,9,7,361.8333333333333,349.2857142857143,325.0,372.7142857142857,21,17,8,24,1594.766,1560.595,0.6389648598313545,0.3610351401686454,1566.83270146,1561.5521238,137.31632194961998,136.89513885795,0.544288915667,-6.79624293916,3128.38482526,-6.251954023493,5.280577660000063,7.340531854827
Over,52,3,44.0,7,7,371.0,349.42857142857144,348.47222222222223,345.11428571428576,23,18,17,16,1606.515,1581.848,0.6262505187115591,0.3737494812884409,1586.58512541,1603.36075394,135.79241914821,154.96952695884,3.26202157648,2.48915803583,3189.94587935,5.7511796123100005,16.77562852999995,0.77286354065
Under,61,3,37.0,14,7,339.3333333333333,239.0,330.7916666666667,407.3333333333333,14,1,10,28,1306.422,1544.532,0.2696298705424857,0.7303701294575142,1299.37182677,1546.65331502,19.077035756394,52.14111567357,4.6131838999,-50.0323161648,2846.02514179,-45.4191322649,247.28148824999997,54.6455000647
Under,58,7,43.5,7,14,261.7142857142857,388.3333333333333,357.85714285714283,343.5,3,26,20,15,1633.83,1488.388,0.770546839744188,0.2294531602558119,1579.13437457,1457.45417881,172.27927577421,103.6032436824,16.3937508587,18.3763909789,3036.58855338,34.7701418376,121.68019576000006,1.9826401202000028
Over,54,2,33.0,8,8,316.5,329.6666666666667,263.0,375.22222222222223,8,11,4,25,1652.584,1479.516,0.7974495481662621,0.2025504518337378,1616.56192559,1502.91065574,124.13760922233,43.52595277668,21.6203524751,-33.6868595252,3119.47258133,-12.0665070501,113.65126985000006,55.3072120003
Under,70,14,36.0,7,6,371.25,317.57142857142856,338.8125,322.2857142857143,24,7,15,10,1476.983,1578.029,0.4483109599455567,0.5516890400544433,1500.06621897,1563.80976818,44.86770730728,174.72087416487,-30.5739875028,20.9388079349,3063.87598715,-9.6351795679,63.74354921000008,51.51279543770001
Under,64,18,39.0,7,7,337.5,298.57142857142856,355.95833333333337,245.57142857142856,13,6,20,2,1383.894,1398.045,0.5726595473732237,0.4273404526267763,1370.98725217,1404.110709,50.27403869465999,134.00050555551,-14.9636488498,10.2070056925,2775.09796117,-4.756643157300001,33.12345683000012,25.1706545423
Under,79,3,37.5,7,7,245.57142857142856,331.0,298.57142857142856,391.6734693877551,2,11,8,28,1528.36,1383.889,0.769557092886503,0.230442907113497,1533.28348517,1389.55296106,87.30095208383999,29.405264107494,-4.3036337606,-17.2466776645,2922.83644623,-21.5503114251,143.73052411000003,12.9430439039
Under,55,8,51.5,7,7,355.42857142857144,373.2857142857143,338.1428571428572,359.9591836734694,20,26,14,21,1545.414,1453.101,0.7120920594438317,0.2879079405561683,1544.64153909,1484.03008158,149.07889530665997,111.29580892386,-0.975599717323,9.17739843484,3028.67162067,8.201798717517,60.61145751000004,10.152998152163
Under,80,8,39.5,13,7,339.57142857142856,329.42857142857144,266.2857142857143,342.7551020408163,16,9,4,18,1470.811,1580.486,0.4360595184377631,0.5639404815622369,1435.91903482,1597.56335914,60.43182674892,97.49845374786,-8.10660901691,-7.77215755536,3033.48239396,-15.87876657227,161.64432432000012,0.3344514615499996
Over,72,0,37.5,7,7,268.57142857142856,329.85714285714283,274.7142857142857,338.85714285714283,4,10,6,16,1424.609,1435.335,0.5774773725265764,0.4225226274734236,1445.07020101,1460.98492847,101.3716692384,32.798484465483,-57.9378861932,-30.0892933268,2906.05512948,-88.02717952,15.914727460000222,27.8485928664
Over,63,12,41.5,7,13,358.625,266.2857142857143,371.8541666666666,339.57142857142856,22,3,23,17,1468.604,1609.947,0.3918683052458294,0.6081316947541706,1474.79057354,1583.74328617,53.02097029647,148.55273881304998,-35.3511740594,5.81224559404,3058.53385971,-29.53892846536,108.95271262999997,41.16341965344
Over,84,8,36.5,7,7,338.85714285714283,334.7142857142857,329.85714285714283,234.57142857142856,14,12,12,1,1516.124,1575.654,0.5078713124402199,0.4921286875597801,1518.92287553,1571.12782121,45.04576074405,137.70977869605,-51.0783778213,10.0613187169,3090.05069674,-41.017059104400005,52.20494568000004,61.1396965382
Over,79,0,44.0,14,7,404.1428571428572,346.1428571428572,376.0,374.57142857142856,28,18,26,25,1389.509,1532.468,0.389653706396114,0.6103462936038859,1394.59007118,1559.35382844,68.107829031,143.7444560079,-7.5760540696,8.62818003611,2953.94389962,1.0521259665100011,164.76375725999992,16.20423410571
Over,85,0,34.5,7,7,274.7142857142857,344.25,268.57142857142856,328.875,5,17,5,11,1401.263,1468.402,0.4969217704450285,0.5030782295549714,1374.98880495,1501.92809559,69.37359829125,45.84197457246,-14.8248054806,-1.57934206572,2876.91690054,-16.40414754632,126.93929064000008,13.24546341488
Under,61,5,42.0,7,7,353.2857142857143,234.57142857142856,372.7142857142857,334.7142857142857,19,1,24,13,1334.83,1519.708,0.3340167809670422,0.6659832190329578,1327.10226627,1521.33928051,14.96286,81.81686590736999,0.412973447648,5.4739209218,2848.44154678,5.886894369447999,194.23701424,5.060947474152
Under,49,16,42.0,6,7,322.2857142857143,339.1428571428572,317.57142857142856,370.4489795918367,8,15,9,22,1479.54,1655.118,0.3460295171608398,0.6539704828391601,1455.63344695,1619.40636236,171.55968153786,65.89435908165,12.7500525922,-57.4558933062,3075.03980931,-44.705840714,163.77291541,70.20594589839999
Under,68,15,41.0,7,7,369.7142857142857,372.7142857142857,380.0816326530612,353.2857142857143,23,25,27,19,1454.386,1557.663,0.445136756088084,0.554863243911916,1477.75264095,1574.69304364,72.29099567976,144.9948139035,-9.64635049259,-3.11306571922,3052.4456845900004,-12.75941621181,96.94040268999991,6.533284773370001
Over,51,8,46.5,15,8,356.42857142857144,374.57142857142856,245.8,282.89795918367344,21,27,3,7,1641.335,1706.777,0.499363911211217,0.5006360887887831,1587.23653337,1714.32304465,168.77239769544,214.19807693097,13.4369261371,-5.4371699726,3301.55957802,7.999756164500001,127.08651127999995,18.8740961097
Under,61,18,42.5,7,14,370.25,280.25,345.5,376.2916666666666,24,5,14,27,1480.883,1554.063,0.4882302083626327,0.5117697916373674,1449.35202,1555.17731228,103.21395543194998,144.40632027492,17.6029618568,-3.81304968188,3004.52933228,13.78991217492,105.82529228,21.41601153868
Under,51,26,33.0,7,7,224.5,280.375,352.125,339.09375,1,6,17,13,1482.166,1316.177,0.7907876269871452,0.2092123730128548,1512.21466997,1310.21641049,36.10639614747,7.533748195083,-6.36816417489,-3.3222311272,2822.43108046,-9.69039530209,201.9982594799999,3.0459330476900006
Over,72,0,40.0,7,7,353.5,275.125,399.375,326.125,19,4,28,6,1413.571,1369.128,0.6524904940792244,0.3475095059207755,1437.01360417,1379.17640619,28.94025484053,63.68657593748999,-30.18636109,-9.09085206259,2816.19001036,-39.27721315259,57.83719797999993,21.09550902741
Over,72,0,45.0,7,6,253.25,368.5,329.125,367.625,2,23,8,22,1736.69,1375.139,0.920957261800712,0.079042738199288,1737.15705865,1381.06890913,230.4816397323,37.4893437204,2.96879592056,-11.960313452,3118.22596778,-8.99151753144,356.0881495199999,14.92910937256
Under,75,8,34.0,7,7,312.5,329.125,368.09375,253.25,8,12,23,2,1537.111,1454.355,0.7006829048504043,0.2993170951495957,1541.76753709,1478.59298348,99.78534250178998,66.63869881878,2.23523202172,-8.3683210934,3020.36052057,-6.133089071680001,63.174553609999975,10.60355311512
Under,82,18,40.0,6,7,367.625,314.25,368.5,345.875,22,9,24,15,1453.037,1611.422,0.3687536779821332,0.6312463220178668,1423.29436409,1564.40251938,55.87100568423,182.79911753796,-9.38373170486,19.433111426,2987.69688347,10.04937972114,141.10815529,28.81684313086
Under,62,14,45.0,7,7,326.125,352.125,275.125,224.5,11,18,3,1,1538.362,1446.373,0.7117095323543091,0.2882904676456909,1538.22513628,1469.04152531,87.121698279,103.14413347392,7.85264106151,-54.2147343107,3007.26666159,-46.36209324919,69.18361097000002,62.06737537221
Under,68,5,40.5,7,7,269.625,333.125,364.171875,330.75,3,15,20,9,1606.656,1455.032,0.7767780311523151,0.2232219688476849,1596.02904124,1460.10875526,142.4543979342,15.121622041646996,11.7511232838,-69.7488864609,3056.1377965,-57.9977631771,135.92028598000002,81.5000097447
Over,61,8,47.0,14,7,376.25,345.5,369.875,370.25,26,16,25,26,1444.452,1630.7,0.3322647673860361,0.6677352326139638,1473.49430839,1615.25283571,105.40616017239,160.42001523701998,5.77323168435,15.3960574245,3088.7471441,21.16928910885,141.75852731999998,9.62282574015
Over,72,0,42.0,7,7,331.625,345.875,309.375,314.25,14,17,4,5,1598.26,1463.739,0.7592432637062744,0.2407567362937256,1610.18802987,1435.99016481,108.96248059521,161.70461619972,-1.73854724824,7.18501702594,3046.17819468,5.4464697777,174.19786506000014,8.92356427418
Under,47,8,48.5,14,7,391.5,399.375,328.85416666666663,353.5,27,28,7,18,1552.85,1483.894,0.683761548636871,0.316238451363129,1574.76749344,1501.43729467,148.2003675471,141.10855182698998,10.1787335192,16.7757720339,3076.20478811,26.9545055531,73.33019876999992,6.597038514700001
