"total_result","total_line","roof","surface","temp","wind","div_game"
"Over",55.5,"closed","grass",72,0,0
"Under",50.5,"dome","grass",72,0,1
"Over",48.5,"outdoors","grass",83,7,0
"Under",55,"dome","matrixturf",72,0,1
"Under",49.5,"dome","astroturf",72,0,0
"Over",45.5,"outdoors","grass",52,21,1
"Under",44,"outdoors","grass",52,13,0
"Under",44,"outdoors","grass",44,11,1
"Under",56.5,"outdoors","fieldturf",48,11,1
"Over",50.5,"outdoors","grass",53,6,0
"Under",47,"outdoors","grass",65,7,0
"Under",45.5,"outdoors","grass",38,8,0
"Under",49.5,"closed","grass",72,0,0
"Under",47,"outdoors","grass",72,3,0
"Under",49.5,"dome","astroturf",72,0,1
"Under",48,"outdoors","grass",57,7,0
"Under",46,"outdoors","grass",45,7,0
"Over",47,"dome","matrixturf",72,0,0
"Over",52,"closed","fieldturf",72,0,0
"Over",50,"dome","sportturf",72,0,0
"Over",56.5,"dome","grass",72,0,1
"Over",47.5,"outdoors","grass",69,5,0
"Over",52.5,"dome","fieldturf",72,0,0
"Over",46,"closed","fieldturf",72,0,1
"Under",53,"closed","fieldturf",72,0,0
"Under",51,"outdoors","astroturf",48,7,0
"Under",45,"outdoors","grass",52,4,0
"Over",51.5,"closed","fieldturf",72,0,1
"Over",48.5,"outdoors","grass",70,1,0
"Over",50,"dome","sportturf",72,0,0
"Under",51,"outdoors","grass",52,8,0
"Under",46,"outdoors","fieldturf",54,2,1
"Under",36.5,"outdoors","grass",38,6,0
"Under",44.5,"dome","matrixturf",72,0,1
"Under",56,"outdoors","grass",81,5,0
"Over",44,"outdoors","grass",37,13,1
"Under",50,"outdoors","grass",60,16,0
"Under",41.5,"outdoors","grass",36,14,1
"Under",46,"closed","fieldturf",72,0,1
"Over",44,"outdoors","grass",35,5,1
"Under",50,"closed","grass",72,0,1
"Under",43,"outdoors","grass",81,5,0
"Under",51,"dome","sportturf",72,0,0
"Over",48,"outdoors","fieldturf",39,18,0
"Over",54,"outdoors","grass",52,1,0
"Over",49,"closed","grass",72,0,1
"Under",48.5,"outdoors","fieldturf",51,4,0
"Under",50,"outdoors","grass",34,9,0
"Under",47,"dome","matrixturf",72,0,0
"Under",51,"outdoors","astroturf",41,9,1
"Under",43.5,"outdoors","grass",34,10,0
"Over",48,"closed","grass",72,0,0
"Over",46,"outdoors","grass",38,9,0
"Under",43.5,"dome","matrixturf",72,0,0
"Over",46,"outdoors","grass",70,7,0
"Under",46,"outdoors","grass",34,1,0
"Under",44,"outdoors","grass",44,5,0
"Under",53,"outdoors","grass",69,2,1
"Over",51.5,"outdoors","grass",81,8,0
"Under",47,"outdoors","fieldturf",59,15,0
"Under",52.5,"outdoors","grass",78,5,0
"Over",51.5,"dome","grass",72,0,0
"Under",49.5,"outdoors","fieldturf",43,8,0
"Under",55.5,"dome","fieldturf",72,0,1
"Under",49,"dome","matrixturf",72,0,0
"Over",43,"outdoors","grass",57,10,0
"Under",43.5,"closed","grass",72,0,0
"Under",48.5,"outdoors","astroturf",35,11,0
"Over",45.5,"outdoors","grass",34,18,1
"Over",52,"dome","grass",72,0,1
"Over",49,"outdoors","grass",47,24,0
"Under",53,"outdoors","grass",33,5,0
"Over",49.5,"closed","fieldturf",72,0,1
"Over",49.5,"outdoors","grass",39,3,0
"Over",46,"closed","fieldturf",72,0,0
"Under",52.5,"closed","fieldturf",72,0,1
"Under",40,"outdoors","grass",79,9,1
"Over",47.5,"dome","sportturf",72,0,1
"Over",54.5,"outdoors","grass",46,5,0
"Under",44.5,"outdoors","grass",43,8,0
"Over",49.5,"closed","grass",72,0,0
"Under",44.5,"dome","matrixturf",72,0,0
"Over",53.5,"dome","astroturf",72,0,0
"Under",44.5,"outdoors","fieldturf",36,0,0
"Over",40.5,"outdoors","grass",43,10,1
"Over",49,"dome","astroturf",72,0,0
"Under",55,"dome","fieldturf",72,0,0
"Under",49,"closed","grass",72,0,1
"Over",50,"dome","grass",72,0,0
"Under",43.5,"outdoors","grass",38,3,0
"Over",46,"closed","grass",72,0,0
"Over",47,"outdoors","grass",55,5,0
"Under",54,"outdoors","astroturf",49,8,0
"Under",45,"outdoors","fieldturf",37,5,0
"Over",43,"outdoors","grass",37,6,0
"Under",47.5,"dome","matrixturf",72,0,1
"Under",41,"outdoors","grass",41,6,0
"Over",50,"closed","fieldturf",72,0,1
"Under",48,"outdoors","fieldturf",45,2,1
"Over",52.5,"outdoors","grass",28,15,0
"Under",47,"outdoors","grass",41,4,1
"Over",42.5,"outdoors","astroturf",35,1,1
"Under",46,"outdoors","grass",39,10,1
"Over",45,"outdoors","grass",38,7,1
"Over",54,"dome","fieldturf",72,0,1
"Over",41,"outdoors","grass",33,5,1
"Under",44.5,"outdoors","fieldturf",33,6,1
"Over",51,"outdoors","grass",65,4,1
"Under",47,"outdoors","grass",57,2,1
"Over",48.5,"outdoors","grass",32,7,1
"Over",50.5,"outdoors","grass",53,10,1
"Over",55.5,"closed","grass",72,0,1
"Under",48,"closed","fieldturf",72,0,1
"Over",43,"outdoors","astroturf",35,6,1
"Under",42,"dome","matrixturf",72,0,1
"Over",45,"closed","grass",72,0,1
"Under",43.5,"outdoors","grass",38,10,1
"Over",50.5,"outdoors","astroturf",34,6,0
"Over",42,"outdoors","fieldturf",39,1,1
"Over",45,"outdoors","grass",40,10,0
"Under",53,"outdoors","grass",33,1,0
"Under",48,"dome","astroturf",72,0,0
"Over",47.5,"outdoors","grass",34,1,1
"Over",45,"outdoors","grass",35,13,0
"Under",50,"outdoors","astroturf",34,13,0
"Under",55.5,"outdoors","astroturf",40,13,0
"Under",53,"dome","astroturf",72,0,1
"Over",53,"outdoors","grass",29,10,0
"Over",54.5,"outdoors","astroturf",40,7,0
"Under",55,"outdoors","grass",63,9,0
"Over",52.5,"outdoors","grass",82,9,0
"Under",49,"open","fieldturf",72,0,0
"Under",48,"outdoors","astroturf",73,17,0
"Under",44.5,"outdoors","grass",81,0,0
"Over",47,"outdoors","fieldturf",81,15,0
"Over",46,"dome","fieldturf",72,0,0
"Over",45.5,"closed","astroturf",72,0,1
"Under",49,"closed","fieldturf",72,0,0
"Under",54,"outdoors","grass",82,8,0
"Under",45.5,"outdoors","grass",81,4,0
"Over",54.5,"outdoors","grass",88,8,0
"Under",43.5,"outdoors","fieldturf",81,15,1
"Under",49,"outdoors","grass",86,9,0
"Under",41.5,"outdoors","fieldturf",82,19,0
"Over",46,"dome","matrixturf",72,0,0
"Over",50.5,"dome","grass",72,0,0
"Over",42,"outdoors","grass",71,0,1
"Under",45,"outdoors","grass",83,4,1
"Under",44.5,"outdoors","grass",80,0,0
"Over",48.5,"outdoors","grass",75,12,0
"Over",48,"closed","fieldturf",72,0,0
"Under",45,"outdoors","grass",80,7,0
"Under",48,"outdoors","grass",89,7,1
"Under",43,"outdoors","fieldturf",72,13,1
"Under",49,"outdoors","grass",76,13,0
"Under",46.5,"outdoors","grass",77,4,0
"Over",51,"closed","grass",72,0,0
"Over",52,"outdoors","grass",85,0,1
"Under",55,"dome","matrixturf",72,0,0
"Over",53.5,"outdoors","fieldturf",62,14,0
"Over",53.5,"outdoors","grass",82,8,0
"Over",49.5,"outdoors","grass",73,12,1
"Under",43,"closed","astroturf",72,0,0
"Over",45.5,"outdoors","astroturf",67,21,0
"Under",45,"outdoors","grass",70,22,0
"Under",51,"dome","fieldturf",72,0,0
"Under",51.5,"outdoors","grass",81,4,0
"Under",55,"outdoors","grass",81,19,1
"Under",44,"outdoors","fieldturf",73,11,0
"Under",48,"outdoors","fieldturf",69,13,0
"Under",42.5,"outdoors","grass",67,9,1
"Under",47,"outdoors","grass",72,4,1
"Under",42,"outdoors","grass",82,6,0
"Over",45,"dome","grass",72,0,0
"Over",55,"dome","matrixturf",72,0,0
"Under",53.5,"dome","sportturf",72,0,0
"Over",50.5,"outdoors","grass",69,15,0
"Over",51.5,"open","matrixturf",72,0,1
"Under",46,"outdoors","fieldturf",65,0,0
"Over",47.5,"open","fieldturf",72,0,0
"Under",47.5,"outdoors","astroturf",67,12,0
"Under",42,"outdoors","grass",72,4,1
"Over",51.5,"closed","matrixturf",72,0,0
"Over",41.5,"outdoors","grass",85,16,0
"Under",52,"dome","sportturf",72,0,0
"Over",43,"dome","sportturf",72,0,0
"Over",44.5,"outdoors","fieldturf",78,9,0
"Over",53.5,"outdoors","grass",73,8,0
"Over",53.5,"dome","matrixturf",72,0,1
"Under",52,"outdoors","grass",80,0,1
"Under",44,"outdoors","grass",77,11,0
"Under",45,"outdoors","grass",67,4,0
"Under",49.5,"outdoors","fieldturf",62,4,0
"Under",52,"dome","matrixturf",72,0,1
"Under",53.5,"outdoors","fieldturf",56,8,1
"Over",45.5,"outdoors","grass",63,8,0
"Under",46,"outdoors","grass",76,13,0
"Under",50,"outdoors","fieldturf",76,12,0
"Over",39.5,"closed","astroturf",72,0,0
"Over",49,"outdoors","grass",78,11,1
"Under",49.5,"dome","sportturf",72,0,1
"Over",40,"outdoors","grass",71,9,0
"Over",48,"outdoors","grass",84,7,0
"Over",43.5,"outdoors","grass",70,12,0
"Over",46.5,"dome","matrixturf",72,0,0
"Under",46,"dome","grass",72,0,0
"Under",48.5,"closed","grass",72,0,1
"Over",53,"closed","matrixturf",72,0,1
"Over",57,"outdoors","grass",76,0,0
"Over",46.5,"outdoors","grass",69,6,0
"Under",53,"outdoors","grass",74,8,0
"Under",47.5,"outdoors","grass",63,11,0
"Under",50.5,"outdoors","grass",63,15,0
"Over",45.5,"outdoors","grass",62,7,0
"Under",44,"outdoors","grass",59,6,1
"Under",46.5,"dome","fieldturf",72,0,0
"Under",43.5,"open","fieldturf",72,0,1
"Under",49.5,"outdoors","fieldturf",61,13,0
"Under",54,"outdoors","grass",62,13,0
"Over",48,"outdoors","grass",58,23,0
"Over",45.5,"outdoors","grass",76,8,1
"Over",50.5,"outdoors","fieldturf",62,11,0
"Under",43,"outdoors","grass",49,6,0
"Over",53.5,"outdoors","grass",66,6,0
"Under",40.5,"outdoors","grass",59,27,0
"Over",45.5,"outdoors","grass",61,6,1
"Under",48,"outdoors","grass",49,11,0
"Over",48.5,"outdoors","grass",85,9,0
"Over",43,"outdoors","fieldturf",52,0,1
"Under",42.5,"outdoors","fieldturf",57,0,0
"Under",57.5,"outdoors","grass",74,14,0
"Under",51,"dome","matrixturf",72,0,0
"Over",48,"dome","grass",72,0,0
"Under",47,"closed","grass",72,0,0
"Under",47,"outdoors","grass",83,7,0
"Over",41.5,"outdoors","grass",64,16,0
"Under",42,"outdoors","fieldturf",54,16,0
"Under",51,"open","grass",72,0,0
"Under",47,"open","fieldturf",72,0,1
"Under",48.5,"outdoors","astroturf",54,9,1
"Over",40,"outdoors","grass",53,12,0
"Under",43,"outdoors","grass",57,13,1
"Over",48.5,"dome","fieldturf",72,0,0
"Over",47,"closed","astroturf",72,0,0
"Over",51,"open","fieldturf",72,0,1
"Over",43.5,"outdoors","fieldturf",63,11,0
"Over",50.5,"dome","matrixturf",72,0,0
"Under",44,"outdoors","fieldturf",54,8,0
"Under",45,"outdoors","grass",41,4,0
"Over",48.5,"dome","sportturf",72,0,1
"Under",49.5,"dome","sportturf",72,0,0
"Under",53,"outdoors","grass",39,4,0
"Over",46,"closed","fieldturf",72,0,0
"Over",51,"outdoors","grass",56,8,0
"Under",41.5,"outdoors","grass",61,16,0
"Over",47.5,"outdoors","fieldturf",56,0,1
"Under",50,"closed","matrixturf",72,0,0
"Under",48,"outdoors","grass",59,16,0
"Under",45,"outdoors","grass",72,19,0
"Over",43,"dome","sportturf",72,0,1
"Under",47,"outdoors","fieldturf",54,4,0
"Over",49.5,"outdoors","grass",54,11,0
"Under",48,"outdoors","grass",51,12,0
"Over",44.5,"outdoors","grass",57,8,1
"Under",53.5,"dome","matrixturf",72,0,0
"Over",40,"outdoors","grass",55,7,0
"Under",46.5,"outdoors","grass",77,4,0
"Under",55,"closed","matrixturf",72,0,0
"Under",47.5,"closed","fieldturf",72,0,1
"Over",45.5,"outdoors","fieldturf",48,6,0
"Over",47,"outdoors","fieldturf",47,4,1
"Under",43,"outdoors","grass",37,12,0
"Under",44,"outdoors","grass",53,12,0
"Under",51,"outdoors","grass",47,8,0
"Over",42,"closed","grass",72,0,0
"Under",53.5,"dome","matrixturf",72,0,0
"Under",44.5,"outdoors","grass",57,19,0
"Under",49.5,"outdoors","grass",35,11,0
"Over",53.5,"dome","grass",72,0,1
"Under",50,"outdoors","grass",59,0,1
"Under",47.5,"closed","fieldturf",72,0,0
"Over",49.5,"outdoors","astroturf",49,12,0
"Over",43,"outdoors","grass",54,0,0
"Under",43,"outdoors","grass",46,9,0
"Under",42.5,"outdoors","grass",42,7,0
"Under",45,"outdoors","grass",68,17,0
"Over",48,"dome","sportturf",72,0,1
"Under",44.5,"outdoors","fieldturf",52,4,1
"Over",42.5,"outdoors","grass",51,4,0
"Under",44.5,"outdoors","grass",59,8,1
"Under",50.5,"dome","grass",72,0,0
"Under",56,"outdoors","grass",57,17,0
"Under",46,"outdoors","fieldturf",46,0,1
"Over",47.5,"dome","matrixturf",72,0,0
"Under",49.5,"outdoors","grass",68,6,0
"Under",41.5,"dome","fieldturf",72,0,1
"Over",51,"closed","matrixturf",72,0,0
"Under",45,"dome","sportturf",72,0,0
"Over",43.5,"outdoors","fieldturf",43,12,1
"Under",44.5,"closed","astroturf",72,0,0
"Over",53,"closed","fieldturf",72,0,0
"Under",46,"outdoors","grass",61,4,0
"Over",41,"outdoors","grass",74,4,0
"Over",43,"outdoors","fieldturf",33,6,0
"Under",45.5,"outdoors","fieldturf",39,4,1
"Under",47.5,"outdoors","grass",62,0,1
"Over",47,"outdoors","grass",37,14,0
"Over",49,"outdoors","grass",68,7,0
"Under",47,"outdoors","grass",43,0,1
"Under",47,"outdoors","grass",41,9,0
"Under",46,"dome","sportturf",72,0,0
"Under",51,"closed","fieldturf",72,0,1
"Over",43.5,"outdoors","grass",34,8,0
"Over",49.5,"outdoors","fieldturf",48,11,0
"Over",47.5,"dome","fieldturf",72,0,1
"Under",45.5,"closed","astroturf",72,0,1
"Under",40,"outdoors","grass",80,11,0
"Over",44,"outdoors","fieldturf",45,0,0
"Under",48,"dome","matrixturf",72,0,0
"Under",47.5,"dome","grass",72,0,0
"Under",44,"outdoors","grass",50,7,1
"Over",44.5,"outdoors","fieldturf",41,4,1
"Under",46.5,"outdoors","grass",58,22,1
"Under",40,"outdoors","astroturf",36,27,1
"Over",45,"dome","sportturf",72,0,0
"Over",41,"outdoors","grass",48,9,1
"Over",44,"outdoors","grass",46,14,1
"Over",40.5,"open","astroturf",72,0,0
"Over",48,"outdoors","grass",47,19,1
"Under",42,"outdoors","fieldturf",46,13,0
"Under",44.5,"outdoors","grass",45,0,1
"Under",48,"outdoors","grass",48,17,1
"Over",42,"outdoors","grass",63,8,0
"Over",44,"dome","matrixturf",72,0,0
"Under",49,"outdoors","fieldturf",48,9,0
"Over",52.5,"outdoors","grass",82,4,0
"Over",43,"outdoors","grass",36,8,1
"Over",51,"open","grass",72,0,1
"Over",54,"dome","matrixturf",72,0,1
"Under",46,"closed","fieldturf",72,0,0
"Over",43,"outdoors","astroturf",30,8,0
"Under",48,"dome","fieldturf",72,0,0
"Over",40,"outdoors","grass",80,12,1
"Over",42,"outdoors","grass",82,9,1
"Under",43,"outdoors","fieldturf",37,8,1
"Under",44,"outdoors","grass",32,11,0
"Under",45,"outdoors","grass",61,19,0
"Under",48,"outdoors","grass",46,0,0
"Over",45.5,"outdoors","grass",43,11,0
"Under",45.5,"outdoors","grass",75,0,1
"Under",41,"outdoors","grass",40,8,0
"Under",48,"outdoors","grass",37,8,1
"Under",47,"dome","matrixturf",72,0,1
"Over",39.5,"outdoors","grass",42,7,1
"Under",45.5,"outdoors","grass",48,7,0
"Under",46.5,"outdoors","grass",35,11,0
"Under",48,"closed","grass",72,0,0
"Under",42.5,"open","fieldturf",72,0,0
"Under",44.5,"outdoors","grass",73,8,1
"Over",43,"outdoors","fieldturf",52,0,1
"Over",46,"closed","astroturf",72,0,0
"Over",48.5,"dome","sportturf",72,0,0
"Over",43.5,"outdoors","fieldturf",38,13,1
"Over",42.5,"outdoors","fieldturf",47,0,0
"Over",41,"outdoors","grass",53,9,1
"Over",41,"outdoors","fieldturf",25,11,0
"Over",44,"outdoors","grass",60,22,0
"Under",42,"dome","grass",72,0,1
"Over",45.5,"closed","matrixturf",72,0,1
"Under",37.5,"dome","sportturf",72,0,0
"Under",47,"outdoors","grass",59,6,0
"Under",46.5,"outdoors","astroturf",26,11,0
"Under",36.5,"outdoors","grass",25,13,0
"Over",51,"outdoors","fieldturf",33,13,0
"Under",46.5,"closed","fieldturf",72,0,0
"Over",42,"outdoors","fieldturf",46,4,0
"Over",48,"outdoors","fieldturf",57,9,0
"Under",41,"outdoors","grass",43,13,0
"Under",44.5,"outdoors","grass",62,4,1
"Over",45.5,"dome","matrixturf",72,0,1
"Under",44,"outdoors","grass",50,6,0
"Under",53,"closed","matrixturf",72,0,0
"Under",37,"dome","sportturf",72,0,1
"Over",41.5,"outdoors","fieldturf",37,0,0
"Over",42,"outdoors","grass",11,9,1
"Under",43.5,"outdoors","grass",25,12,1
"Over",44.5,"outdoors","grass",41,4,1
"Over",46,"outdoors","grass",31,8,1
"Under",41,"outdoors","grass",36,0,1
"Under",38,"outdoors","grass",38,22,1
"Over",45,"dome","fieldturf",72,0,1
"Over",43,"closed","astroturf",72,0,1
"Under",43,"outdoors","grass",76,19,1
"Over",45.5,"dome","sportturf",72,0,1
"Under",36,"outdoors","fieldturf",38,0,1
"Over",48,"open","grass",72,0,1
"Over",40,"closed","fieldturf",72,0,1
"Under",43,"outdoors","astroturf",36,19,1
"Over",46.5,"dome","matrixturf",72,0,1
"Over",41,"outdoors","grass",75,8,1
"Over",43,"outdoors","grass",80,4,1
"Over",48,"dome","grass",72,0,1
"Under",48.5,"outdoors","fieldturf",31,12,0
"Over",43,"outdoors","astroturf",7,8,1
"Over",45.5,"outdoors","grass",66,21,0
"Under",51,"closed","matrixturf",72,0,0
"Over",46,"outdoors","grass",30,8,0
"Under",49.5,"dome","matrixturf",72,0,1
"Under",48.5,"outdoors","grass",35,0,0
"Under",47,"outdoors","grass",15,12,0
"Over",48,"outdoors","grass",50,11,0
"Over",54,"outdoors","grass",35,6,0
"Under",54.5,"outdoors","grass",41,4,0
"Under",45.5,"dome","matrixturf",72,0,1
"Under",48.5,"dome","matrixturf",72,0,0
"Under",51.5,"dome","matrixturf",72,0,0
"Over",43.5,"closed","fieldturf",72,0,1
"Over",42.5,"outdoors","grass",80,9,0
"Under",38,"outdoors","grass",68,9,0
"Under",44.5,"outdoors","fieldturf",75,4,1
"Over",49,"dome","fieldturf",72,0,0
"Under",46,"closed","astroturf",72,0,1
"Under",47,"outdoors","grass",90,10,1
"Under",44,"outdoors","fieldturf",74,3,0
"Over",43.5,"outdoors","grass",74,5,0
"Over",54,"closed","grass",72,0,0
"Under",52.5,"dome","matrixturf",72,0,1
"Under",47,"dome","sportturf",72,0,1
"Under",43.5,"outdoors","grass",78,6,0
"Under",49.5,"closed","matrixturf",72,0,0
"Under",44,"outdoors","fieldturf",75,4,0
"Under",52.5,"outdoors","grass",79,8,1
"Over",44,"outdoors","grass",81,6,0
"Over",38.5,"outdoors","grass",81,11,0
"Over",48.5,"dome","fieldturf",72,0,0
"Under",43.5,"outdoors","grass",81,6,1
"Under",44,"dome","sportturf",72,0,1
"Under",44,"outdoors","fieldturf",79,10,0
"Under",40,"outdoors","grass",79,3,0
"Over",46.5,"dome","matrixturf",72,0,0
"Under",40,"outdoors","grass",68,13,1
"Under",42,"closed","matrixturf",72,0,0
"Under",46,"outdoors","grass",80,6,0
"Over",51.5,"dome","grass",72,0,0
"Under",42,"outdoors","grass",72,6,1
"Over",47.5,"outdoors","astroturf",66,10,0
"Under",49.5,"outdoors","grass",74,3,0
"Over",38,"outdoors","grass",60,17,1
"Under",41,"outdoors","grass",68,6,1
"Over",40,"outdoors","grass",65,11,0
"Under",51,"open","fieldturf",72,0,0
"Under",54,"outdoors","grass",88,6,1
"Under",52,"dome","sportturf",72,0,1
"Over",45.5,"outdoors","fieldturf",67,8,0
"Under",46,"outdoors","fieldturf",70,8,0
"Over",45.5,"outdoors","grass",77,9,0
"Under",47,"outdoors","grass",75,9,1
"Over",46,"dome","matrixturf",72,0,0
"Under",49,"closed","grass",72,0,1
"Over",43,"outdoors","fieldturf",72,6,0
"Under",41.5,"outdoors","grass",89,4,0
"Under",44,"outdoors","grass",73,6,0
"Over",38.5,"outdoors","fieldturf",66,7,1
"Under",48.5,"outdoors","fieldturf",58,5,0
"Over",42,"outdoors","grass",64,8,0
"Under",48,"open","fieldturf",72,0,0
"Under",50,"outdoors","grass",57,12,0
"Under",40.5,"closed","matrixturf",72,0,1
"Over",48.5,"dome","fieldturf",72,0,0
"Over",45,"closed","astroturf",72,0,0
"Under",43,"open","fieldturf",72,0,1
"Under",39,"outdoors","fieldturf",57,12,0
"Over",44,"outdoors","grass",55,12,0
"Over",41,"outdoors","grass",57,5,0
"Under",44,"outdoors","grass",64,3,0
"Over",40.5,"outdoors","grass",62,8,0
"Over",45.5,"dome","grass",72,0,1
"Over",46.5,"outdoors","grass",75,5,0
"Under",42,"outdoors","grass",70,6,1
"Under",42,"outdoors","grass",70,3,0
"Over",42,"outdoors","grass",62,12,0
"Under",44,"outdoors","astroturf",53,16,0
"Over",47,"outdoors","grass",60,11,0
"Under",44,"outdoors","grass",81,5,1
"Over",44,"dome","sportturf",72,0,1
"Under",46.5,"outdoors","fieldturf",59,10,0
"Over",45.5,"dome","sportturf",72,0,0
"Over",46,"outdoors","fieldturf",61,10,1
"Under",46,"outdoors","grass",84,3,1
"Under",43,"outdoors","grass",62,7,0
"Over",40,"outdoors","grass",65,6,0
"Under",48.5,"closed","grass",72,0,0
"Under",42,"dome","matrixturf",72,0,0
"Under",47.5,"outdoors","grass",54,3,1
"Over",51.5,"outdoors","grass",72,4,1
"Under",38.5,"outdoors","grass",47,14,0
"Under",46,"open","fieldturf",78,4,0
"Over",43,"outdoors","grass",64,9,0
"Under",44.5,"outdoors","grass",48,10,0
"Over",41,"open","fieldturf",63,8,1
"Under",45,"outdoors","grass",84,12,0
"Over",42.5,"dome","sportturf",72,0,0
"Under",46,"outdoors","fieldturf",62,2,0
"Under",47,"outdoors","grass",61,2,0
"Under",41.5,"dome","matrixturf",72,0,0
"Under",50,"outdoors","fieldturf",77,3,1
"Under",54,"outdoors","grass",64,13,0
"Over",42.5,"outdoors","grass",59,1,1
"Under",45.5,"dome","matrixturf",72,0,1
"Over",44,"open","grass",88,2,0
"Under",46,"outdoors","grass",65,8,1
"Under",39.5,"outdoors","grass",72,3,1
"Over",47.5,"outdoors","fieldturf",73,8,0
"Under",49.5,"closed","matrixturf",72,0,0
"Under",44,"outdoors","grass",76,2,0
"Under",43,"outdoors","grass",73,10,1
"Over",41.5,"outdoors","grass",62,7,0
"Under",37,"outdoors","grass",67,7,0
"Over",46,"dome","grass",72,0,0
"Over",51.5,"dome","matrixturf",72,0,0
"Over",49,"outdoors","grass",67,7,0
"Under",44.5,"outdoors","grass",77,8,0
"Over",40,"outdoors","fieldturf",57,3,0
"Over",46,"outdoors","grass",79,2,0
"Under",41,"outdoors","grass",61,13,0
"Over",41,"closed","fieldturf",72,0,1
"Over",43,"open","matrixturf",65,6,0
"Over",52,"dome","fieldturf",72,0,0
"Over",48.5,"dome","sportturf",72,0,0
"Under",48.5,"dome","sportturf",72,0,0
"Under",40,"outdoors","fieldturf",60,2,1
"Over",43,"outdoors","grass",60,1,0
"Under",39,"closed","astroturf",72,0,1
"Under",40.5,"closed","fieldturf",72,0,0
"Over",42,"dome","matrixturf",72,0,1
"Under",44.5,"outdoors","fieldturf",53,9,0
"Under",47,"outdoors","astroturf",48,6,0
"Under",45,"outdoors","grass",66,9,1
"Over",45.5,"closed","astroturf",72,0,0
"Under",49.5,"open","fieldturf",79,3,0
"Over",46,"outdoors","grass",58,17,0
"Over",43,"outdoors","fieldturf",68,11,0
"Under",49.5,"dome","fieldturf",72,0,1
"Under",47.5,"outdoors","grass",81,14,0
"Under",40,"outdoors","fieldturf",78,13,0
"Under",46,"outdoors","fieldturf",69,17,1
"Under",43.5,"outdoors","grass",71,11,0
