"total_result","game_type","weekday","location","total_line","away_rest","home_rest","div_game","roof","surface","temp","wind","total_team_elo","total_qb_elo","home_total_offense_rank","home_total_defense_rank","away_total_defense_rank","away_total_offense_rank","off_def_diff"
"Over","REG","Sunday","Home",49.5,7,7,0,"outdoors","grass",54,4,2898.63463259,29.08866673894,12,4,14,3,-3
"Under","REG","Sunday","Home",44,14,7,1,"outdoors","grass",39,8,2970.60159102,-2.909319055528,25,7,16,13,15
"Under","REG","Sunday","Home",47,7,7,1,"outdoors","grass",72,4,2999.68574582059,-12.4833502726796,5,22,17,19,-15
"Under","REG","Sunday","Home",38.5,7,7,0,"outdoors","grass",53,12,2977.60050013,5.079750902206,30,15,25,24,14
"Under","REG","Sunday","Home",47.5,14,7,0,"dome","fieldturf",72,0,3030.29274233,4.0555785824,12,6,16,25,15
"Over","REG","Sunday","Home",40.5,7,7,0,"outdoors","grass",66,16,3004.4555692,30.38608777142,32,32,32,32,0
"Over","REG","Sunday","Home",45,13,7,0,"outdoors","grass",68,5,2795.74191799,-1.46903840945,30,8,28,19,13
"Over","REG","Sunday","Home",40,7,7,0,"outdoors","fieldturf",78,0,2939.51141833,16.58045512857,8,27,23,28,-14
"Under","REG","Sunday","Home",42,7,7,0,"dome","astroturf",72,0,3041.5558308,13.33308260513,12,4,21,26,13
"Under","REG","Monday","Home",46,8,8,0,"outdoors","grass",29,15,3130.11968311,-76.55973535606,3,7,16,22,2
"Under","REG","Sunday","Home",47.5,7,7,1,"dome","fieldturf",72,0,2998.98309669,11.8339309289,19,20,27,17,-11
"Under","REG","Sunday","Home",50,7,7,1,"outdoors","grass",61,9,3159.65822794489,22.7791492658908,11,6,7,10,8
"Under","REG","Sunday","Home",47,7,7,0,"outdoors","grass",71,10,2828.84471676,54.27379398696,29,12,1,5,21
"Over","REG","Sunday","Home",46.5,7,14,0,"dome","fieldturf",72,0,2961.07952927,0.580590537199999,9,18,1,3,-7
"Under","REG","Thursday","Home",50.5,4,4,1,"outdoors","grass",60,0,3176.54408595,26.2142361611,19,24,18,5,-18
"Under","REG","Sunday","Home",42,7,14,0,"outdoors","grass",56,21,3156.17613743,30.27407427254,2,13,20,19,-12
"Over","REG","Sunday","Home",48,7,6,0,"dome","fieldturf",72,0,3067.96913922,45.3686419746,7,9,16,5,-13
"Under","REG","Sunday","Home",39,7,14,1,"outdoors","grass",71,6,3096.10389158,21.08225193903,15,12,5,17,15
"Over","REG","Thursday","Home",41,4,4,0,"outdoors","fieldturf",64,6,2848.3225593789,-113.768277085515,30,17,6,27,34
"Over","REG","Sunday","Home",41.5,7,6,1,"outdoors","grass",56,11,2953.73153509,-8.89639416032,18,19,14,21,6
"Under","REG","Sunday","Home",40,7,7,0,"outdoors","fieldturf",43,17,2723.278986,-46.3724855619,32,2,22,23,31
"Over","REG","Sunday","Home",41.5,7,7,1,"dome","fieldturf",72,0,2957.15510263,-19.40818778607,21,23,2,16,12
"Over","REG","Sunday","Home",44.5,7,10,0,"outdoors","grass",88,15,2797.13331189,-3.715968972031,23,18,8,19,16
"Under","REG","Monday","Home",46.5,8,8,0,"outdoors","fieldturf",33,2,3076.41940896,-56.0500194444,1,7,10,26,10
"Under","REG","Sunday","Home",37,7,8,0,"outdoors","grass",24,8,2635.18972257,10.506625878995,30,19,5,25,31
"Over","REG","Sunday","Home",49,6,7,0,"outdoors","grass",54,7,2988.41064771,-167.1781864634,4,21,26,29,-14
"Under","REG","Sunday","Neutral",44.5,7,7,0,"outdoors","grass",48,12,3055.22051987,45.17398454144,21,17,10,18,12
"Under","REG","Sunday","Home",36.5,7,7,0,"outdoors","grass",45,13,2793.76390942,30.27049528482,20,8,28,26,10
"Over","REG","Sunday","Home",38,6,7,1,"outdoors","grass",52,13,2861.3149184315,-41.2575056900298,32,12,7,19,32
"Under","REG","Monday","Home",41.5,7,7,0,"dome","fieldturf",72,0,3172.81486136,15.36252471004,32,32,32,32,0
"Over","REG","Sunday","Home",43.5,7,7,0,"outdoors","grass",21,8,3219.7956201,7.9355804954751,22,8,11,8,11
"Over","REG","Sunday","Home",46,7,7,0,"outdoors","fieldturf",45,2,3067.27587508,21.73596032793,27,9,1,11,28
"Under","REG","Sunday","Home",43.5,7,8,0,"outdoors","grass",46,6,3064.22418573,47.3194310919,2,32,10,29,-11
"Under","REG","Sunday","Home",42.5,7,7,0,"outdoors","grass",66,6,2884.0861533,-10.13821896958,5,26,23,25,-19
"Under","REG","Sunday","Home",47,7,14,1,"outdoors","grass",62,24,2881.14242593,3.3272358782,10,28,19,23,-14
"Over","REG","Monday","Home",40.5,8,8,1,"outdoors","grass",45,10,3188.9207353,-25.93908958356,20,5,16,17,16
"Under","REG","Sunday","Home",33,6,7,1,"outdoors","astroplay",35,20,3087.67703269,-2.92529295857,26,22,15,25,14
"Under","REG","Sunday","Home",51,7,7,0,"outdoors","grass",93,9,2922.75770892,2.77045819874999,32,32,32,32,0
"Under","REG","Sunday","Home",38,7,6,1,"outdoors","grass",67,8,3126.56388434108,-12.858490222904,28,10,5,20,33
"Under","REG","Sunday","Home",38,7,7,0,"outdoors","grass",56,6,2992.94952497,-15.67905685548,17,20,6,22,13
"Over","REG","Sunday","Home",47.5,7,7,1,"outdoors","grass",62,3,3092.67543166,28.69462604635,4,7,18,22,1
"Under","REG","Sunday","Home",41.5,7,7,1,"outdoors","fieldturf",35,6,2913.69926543,-36.91610258821,21,7,21,28,21
"Over","REG","Sunday","Home",37.5,14,7,0,"outdoors","fieldturf",56,14,2908.94092234,-11.459084003127,25,8,4,17,30
"Over","REG","Sunday","Home",51,7,7,1,"dome","fieldturf",72,0,3071.69017032,11.733757878858,32,32,32,32,0
"Under","REG","Sunday","Home",40.5,7,14,1,"outdoors","grass",35,13,2935.42122305437,6.20273722736185,20,10,31,23,2
"Under","WC","Sunday","Home",53,7,7,0,"outdoors","grass",33,1,3222.74911908557,26.9384195982653,1,10,1,9,-1
"Under","REG","Sunday","Home",45.5,7,7,0,"outdoors","grass",66,5,3118.10069346,15.73599896039,19,12,13,13,7
"Under","REG","Monday","Home",44,8,8,1,"outdoors","grass",44,11,3029.87911426212,-2.97832294533676,25,18,11,9,5
"Under","REG","Sunday","Home",41,7,7,0,"outdoors","grass",88,2,2793.91503741,-4.97524385961,14,1,18,12,7
"Under","REG","Monday","Home",50,8,8,0,"dome","fieldturf",72,0,3090.99811543,55.0520056342,13,26,11,20,-4
"Under","WC","Sunday","Home",47,7,7,0,"closed","fieldturf",72,0,3159.39580095,-6.44253766621,2,1,8,7,0
"Under","REG","Thursday","Home",40.5,4,4,0,"open","fieldturf",61,8,2940.87764062,-12.44919076199,7,8,16,32,15
"Under","REG","Sunday","Home",47.5,7,7,1,"closed","matrixturf",72,0,3004.3196077,-21.57240358899,32,32,32,32,0
"Over","REG","Sunday","Home",44,7,14,1,"outdoors","grass",72,0,3022.68555613,13.03062739239,17,20,15,7,-11
"Over","REG","Sunday","Home",45,7,7,0,"open","grass",72,0,2869.49324477,16.85635822727,12,11,12,10,-1
"Under","REG","Sunday","Home",41,7,6,1,"outdoors","grass",46,5,3224.04876981,-63.87128837284,16,12,20,14,-2
"Under","REG","Sunday","Home",44,7,7,1,"outdoors","grass",79,13,2718.14928434,42.9117262926,31,9,16,23,29
"Under","REG","Sunday","Home",43,7,10,0,"outdoors","grass",1,5,3113.18095609,26.225774831969,22,26,8,10,-2
"Over","REG","Sunday","Home",48,10,7,0,"outdoors","sportturf",53,7,3232.04939422,15.784241930446,18,29,20,5,-26
"Over","REG","Sunday","Home",37.5,8,7,1,"outdoors","grass",73,10,3087.43040311,12.786048325865,27,7,14,21,27
"Over","DIV","Sunday","Home",47.5,7,14,0,"outdoors","fieldturf",26,3,3278.33099777,-19.81845909189,3,1,5,6,3
"Over","REG","Sunday","Home",39,10,7,0,"outdoors","grass",68,5,3031.17165277,-52.438987715,18,21,4,5,-2
"Over","REG","Sunday","Home",37,7,10,0,"dome","fieldturf",72,0,2777.40924984,-43.7931903693,29,31,21,27,4
"Over","REG","Sunday","Home",34,6,7,1,"outdoors","astroplay",55,25,3052.01187504,12.3336186323,24,8,4,8,20
"Over","REG","Sunday","Home",40,7,10,0,"outdoors","astroturf",52,5,2976.29584679,-43.36999244497,24,8,16,10,10
"Over","REG","Saturday","Home",38,6,6,0,"outdoors","grass",51,9,3016.71967533,-88.749185595606,27,16,7,28,32
"Under","REG","Sunday","Home",46,7,14,1,"outdoors","fieldturf",66,1,3071.0503499,21.52902860656,2,14,12,3,-21
"Over","REG","Monday","Home",45.5,15,8,0,"outdoors","grass",64,8,3160.12140643,23.4221458536,6,21,24,7,-32
"Over","REG","Sunday","Home",54,10,7,0,"outdoors","fieldturf",43,8,3205.30165526,38.96445160682,19,22,28,1,-30
"Over","REG","Sunday","Home",40,7,7,0,"outdoors","grass",43,7,2757.92707637,15.644321547,16,5,18,13,6
"Over","REG","Sunday","Home",48,7,7,0,"outdoors","fieldturf",36,10,2986.64603775,24.9131684866,12,7,3,3,5
"Under","REG","Sunday","Home",43.5,7,10,0,"outdoors","grass",66,0,2971.70565109,3.0445097448,21,29,8,15,-1
"Over","REG","Sunday","Home",43,7,7,1,"outdoors","astroturf",86,6,2951.20044648,-0.546577531495,32,32,32,32,0
"Over","REG","Sunday","Home",44,7,14,0,"outdoors","grass",70,4,3088.66425145467,10.6061814062236,11,3,24,25,9
"Over","REG","Sunday","Home",45.5,7,7,1,"outdoors","grass",79,13,2758.80142248,-80.5050724019,16,10,2,5,9
"Over","REG","Sunday","Home",50,7,10,0,"closed","fieldturf",72,0,2977.48786871051,3.77242304624229,6,12,25,23,-8
"Under","REG","Sunday","Home",50.5,7,7,1,"outdoors","astroturf",65,11,3064.99123498,6.83167346831,32,32,32,32,0
"Under","REG","Sunday","Home",40,7,7,1,"closed","grass",72,0,2874.75623109,-41.3970137501,30,7,4,23,42
"Over","REG","Sunday","Home",41,10,7,0,"outdoors","fieldturf",44,7,3003.54332454,-1.27488918966,10,17,19,15,-11
"Over","REG","Thursday","Home",48.5,4,4,0,"dome","fieldturf",72,0,3159.53210068,12.75561721936,2,17,1,8,-8
"Over","REG","Sunday","Home",44.5,7,10,0,"outdoors","grass",77,2,2921.08645517,-2.0328418689,26,2,5,20,39
"Over","REG","Sunday","Home",49,7,14,0,"closed","grass",72,0,3046.21193579312,-29.2839635639007,3,28,20,25,-20
"Under","REG","Sunday","Home",43,7,7,1,"outdoors","fieldturf",26,8,3161.78262396,-5.7769278905,19,13,16,14,4
"Under","REG","Sunday","Home",41.5,14,6,0,"outdoors","grass",32,5,3042.41662323,-67.23533670129,27,32,6,9,-2
"Over","REG","Monday","Home",50.5,8,8,0,"outdoors","fieldturf",59,7,3417.55342173,20.46872948058,1,6,10,4,-11
"Over","REG","Sunday","Home",40,7,7,0,"outdoors","grass",82,16,2766.32042436,9.164629825778,15,5,21,12,1
"Over","REG","Sunday","Home",49.5,7,7,0,"outdoors","grass",18,5,3129.29481277,36.6047421697,1,14,12,22,-3
"Over","REG","Sunday","Home",38.5,7,7,0,"outdoors","grass",36,15,2819.45075423,-71.124066343,17,24,18,26,1
"Under","REG","Sunday","Home",46.5,10,7,0,"closed","grass",72,0,2987.01958393,19.13505772549,20,6,12,7,9
"Over","REG","Sunday","Home",42,7,7,0,"outdoors","grass",59,0,2915.29996012,19.40313090756,11,20,4,24,11
"Under","REG","Sunday","Home",47.5,6,7,1,"outdoors","fieldturf",52,3,2971.66591099,33.54931684818,31,24,17,3,-7
"Under","REG","Thursday","Home",44,4,4,1,"outdoors","grass",54,3,2772.99782219,-26.9356877698,23,17,25,16,-3
"Under","REG","Sunday","Home",45,10,7,1,"outdoors","grass",67,6,3120.41046396,20.9793850728,12,11,16,3,-12
"Under","REG","Sunday","Home",36.5,7,7,0,"outdoors","fieldturf",46,20,2913.01219457,18.9322713584,23,13,14,29,25
"Over","REG","Monday","Home",43.5,8,15,1,"outdoors","fieldturf",64,6,3037.55554929,21.12933891474,24,23,17,17,1
"Under","REG","Sunday","Home",40,7,7,0,"outdoors","grass",46,13,3013.28246932,-42.26429311669,20,26,19,17,-8
"Under","WC","Saturday","Home",48,6,6,0,"outdoors","grass",62,3,3185.09856363,23.2915490743,5,5,3,3,0
"Over","REG","Monday","Home",46.5,8,8,0,"outdoors","grass",37,5,2970.98850384,-33.1416064683,4,13,1,13,3
"Under","REG","Sunday","Home",42,7,7,0,"outdoors","fieldturf",42,9,2943.39865476,18.80249132932,6,13,8,27,12
"Over","REG","Sunday","Home",45.5,7,7,0,"outdoors","grass",70,6,2966.51987437,16.63339469453,6,12,26,5,-27
"Under","REG","Sunday","Home",38,6,7,0,"outdoors","grass",65,16,2853.04877931,59.25897003438,14,11,28,29,4
"Under","REG","Sunday","Home",52,7,6,1,"outdoors","grass",62,5,3082.58252707,-20.2035570619,7,26,18,1,-36
"Under","REG","Sunday","Home",43,7,7,0,"outdoors","fieldturf",67,5,2841.34010063,51.2213839998,13,15,16,27,9
"Over","REG","Sunday","Home",43.5,7,7,0,"dome","astroturf",72,0,3266.34994422,31.39132429543,2,4,9,13,2
"Over","REG","Sunday","Home",54,7,6,1,"dome","sportturf",72,0,3198.40888805,15.105189104038,5,20,22,7,-30
"Over","REG","Sunday","Home",44,7,7,0,"open","grass",72,0,2772.05977901,19.35020330614,16,27,14,27,2
"Under","REG","Sunday","Home",40.5,7,7,1,"dome","astroturf",72,0,2961.24156844,-11.8298284466,10,24,15,25,-4
"Under","REG","Sunday","Home",53,7,7,0,"dome","fieldturf",72,0,3088.75081214,22.0942484149,1,15,24,13,-25
"Over","REG","Sunday","Home",33,7,7,1,"outdoors","grass",61,12,3041.20765884,16.17355295877,24,5,25,5,-1
"Over","REG","Sunday","Home",39.5,7,6,0,"outdoors","grass",82,14,3221.70049638,38.04521270559,22,13,19,5,-5
"Under","REG","Sunday","Home",49,7,7,1,"outdoors","grass",21,4,3050.52026447374,-0.355477193923818,16,25,8,4,-13
"Over","REG","Sunday","Home",35,7,7,0,"outdoors","grass",46,22,2905.99662339,-37.4423467439,31,32,14,23,8
"Under","REG","Sunday","Home",43,7,7,0,"closed","fieldturf",72,0,2981.27103686,4.005969285056,32,32,32,32,0
"Under","REG","Sunday","Home",50.5,6,7,0,"outdoors","grass",60,10,3154.05691843,20.44413701913,14,23,9,4,-14
"Under","REG","Sunday","Home",41,7,7,1,"outdoors","grass",63,10,3048.55352562,-6.20622790909,32,32,32,32,0
"Under","REG","Sunday","Home",40.5,7,7,0,"outdoors","fieldturf",74,0,3133.43699084,-72.1286745547,3,4,3,8,4
"Over","REG","Sunday","Home",56.5,14,7,1,"dome","grass",72,0,3268.68037246188,31.2157060968202,14,6,20,4,-8
"Over","REG","Sunday","Home",42,7,7,0,"open","grass",72,0,2885.84043858,-12.30441747181,10,18,8,12,-4
"Under","REG","Sunday","Home",50,7,14,0,"closed","grass",72,0,2948.59107532,22.13386370106,9,14,12,8,-9
"Over","REG","Sunday","Home",35,7,6,0,"outdoors","grass",46,0,3036.01704135,-38.45267912964,21,26,24,32,3
"Under","REG","Sunday","Home",41.5,14,6,0,"outdoors","grass",77,9,2787.30499405,-20.1019340697,12,3,22,23,10
"Over","REG","Sunday","Home",44.5,14,14,1,"dome","astroturf",72,0,3074.50239768,-12.5526207976,6,19,15,19,-9
"Under","REG","Sunday","Home",42.5,7,7,0,"dome","fieldturf",72,0,3184.90626779,37.77639959671,5,22,9,17,-9
"Under","REG","Sunday","Home",40.5,14,7,1,"outdoors","fieldturf",52,12,2978.01822545,-47.24096294632,25,5,19,27,28
"Over","REG","Sunday","Home",45,10,7,0,"outdoors","grass",42,13,3133.41509243,-14.30753578657,14,17,19,6,-16
"Under","REG","Sunday","Home",46.5,7,7,0,"outdoors","fieldturf",57,3,3161.33353905,25.711820776,5,26,12,12,-21
"Under","REG","Sunday","Home",47.5,7,14,0,"outdoors","grass",71,14,2915.22074664,-17.62832329767,9,8,25,19,-5
"Over","REG","Sunday","Home",38.5,7,7,1,"outdoors","sportturf",34,20,3050.91309288,-29.6622034996,23,18,9,7,3
"Under","REG","Sunday","Home",46.5,7,7,0,"closed","grass",72,0,2905.64002802933,0.070118640660418,7,19,11,32,9
"Under","REG","Sunday","Home",39,7,7,0,"outdoors","grass",46,17,2730.83270837725,-142.280853901098,26,2,28,7,3
"Over","REG","Monday","Home",41.5,8,8,1,"outdoors","fieldturf",61,2,2807.5943631776,-13.474624858798,28,24,15,20,9
"Over","REG","Sunday","Home",41,6,6,0,"outdoors","grass",64,5,3042.64968530677,23.9416258581337,20,6,18,25,21
"Over","REG","Sunday","Home",40.5,7,6,0,"outdoors","sportturf",36,3,2818.97698235,-35.74911252486,15,29,16,24,-6
"Under","REG","Saturday","Home",41,6,6,1,"outdoors","grass",10,6,3210.41842326,-108.2197125847,21,16,1,6,10
"Over","WC","Saturday","Home",42,6,6,1,"outdoors","fieldturf",39,1,3211.09147791221,-136.146855916525,4,9,11,6,-10
"Under","REG","Sunday","Home",50,7,7,1,"outdoors","grass",61,1,3199.84417172,13.2843917738,10,22,8,2,-18
"Under","REG","Sunday","Home",50.5,7,6,0,"outdoors","grass",63,15,3208.25537812974,40.1644037946796,1,15,25,7,-32
"Over","REG","Sunday","Home",38,7,7,1,"dome","fieldturf",72,0,2996.09836355,29.1007280984,22,4,6,17,29
"Under","WC","Monday","Home",45.5,8,8,0,"outdoors","grass",58,2,3112.33337627742,7.57820481489192,10,4,9,9,6
"Under","REG","Sunday","Home",42,7,7,1,"outdoors","grass",72,4,2787.58900631186,-32.7814134940928,32,28,30,17,-9
"Under","REG","Sunday","Home",52.5,7,7,1,"dome","astroturf",72,0,3157.2798262,23.196093631348,3,14,29,14,-26
"Over","REG","Monday","Home",47,8,8,0,"closed","matrixturf",72,0,3183.52513378,32.83144586103,5,18,4,21,4
"Under","REG","Sunday","Home",35,7,7,0,"outdoors","grass",91,4,3033.9930497,11.95204843864,11,5,1,20,25
"Over","CON","Sunday","Home",35.5,8,7,0,"outdoors","grass",50,16,3280.80842013,5.39018174498,2,2,3,4,1
"Over","REG","Sunday","Home",43.5,7,7,0,"outdoors","grass",75,16,2828.41204087,-5.12210129366,30,23,14,15,8
"Over","REG","Sunday","Home",46,7,6,0,"closed","matrixturf",72,0,3090.82302933,25.05466229667,6,19,9,9,-13
"Under","REG","Sunday","Home",47,7,7,0,"dome","fieldturf",72,0,3063.30196757,26.06954902306,9,8,22,15,-6
"Under","REG","Sunday","Home",37,14,7,0,"outdoors","grass",67,9,3149.214926,23.85121600772,10,3,18,23,12
"Over","REG","Sunday","Home",39.5,7,7,0,"outdoors","grass",77,9,2909.01299918,19.3423914984,32,32,32,32,0
"Under","REG","Sunday","Home",42,10,7,0,"outdoors","fieldturf",40,6,2986.07841592,3.973873680192,14,5,8,27,28
"Under","REG","Sunday","Home",41,7,7,1,"dome","fieldturf",72,0,2934.92871501,137.6822430213,31,7,11,14,27
"Under","REG","Sunday","Home",46,7,7,0,"outdoors","grass",66,7,2927.71240846,5.250641345196,2,28,13,17,-22
"Over","REG","Sunday","Home",43,7,6,0,"outdoors","grass",37,6,3174.4542540496,14.9807662874876,30,4,17,15,24
"Under","REG","Sunday","Home",47,6,7,1,"outdoors","grass",75,9,3034.83079480362,21.6340306237737,5,30,11,1,-35
"Under","REG","Sunday","Home",32,7,7,1,"outdoors","grass",26,12,2999.95261072,-13.76765851697,28,12,22,20,14
"Over","REG","Sunday","Home",41.5,7,7,1,"dome","fieldturf",72,0,3080.10535963,-13.1390187393,17,13,4,24,24
"Under","REG","Sunday","Home",39.5,7,7,1,"outdoors","fieldturf",52,11,2889.27624613,2.547479208392,14,9,12,25,18
"Under","REG","Sunday","Home",43,7,7,1,"outdoors","grass",76,19,2827.6273241445,-21.1733271292475,28,18,22,16,4
"Over","REG","Sunday","Home",42.5,7,7,0,"outdoors","astroturf",40,4,3155.59913482,19.23939757428,20,20,21,2,-19
"Under","REG","Sunday","Home",38,7,6,0,"outdoors","fieldturf",34,23,3261.68398802,-152.7289066332,4,23,7,3,-23
"Over","REG","Sunday","Home",42.5,7,6,0,"dome","fieldturf",72,0,2836.27183299,-50.3892536802,19,30,22,31,-2
"Over","REG","Monday","Home",40.5,11,8,0,"outdoors","astroplay",30,9,2929.68689354,22.36416059021,22,20,31,28,-1
"Under","WC","Saturday","Home",45.5,6,6,0,"outdoors","fieldturf",38,7,3099.9610929,-14.4187890031,4,1,6,5,2
"Under","REG","Monday","Home",37,8,8,1,"outdoors","astroturf",65,0,2809.79595395,-131.1359121656,27,17,12,28,26
"Under","REG","Sunday","Home",37,7,7,0,"outdoors","astroturf",40,17,2966.0885857709,-64.9723605471617,17,5,21,22,13
"Under","REG","Sunday","Home",38,7,7,0,"outdoors","grass",55,7,3034.36069759,-144.0483034801,24,14,24,23,9
"Under","REG","Sunday","Home",47.5,14,14,0,"closed","grass",72,0,3107.48978411,11.35025399228,11,14,5,19,11
"Under","REG","Sunday","Home",49,7,7,1,"dome","fieldturf",72,0,2889.67681394,35.63709546062,16,23,25,5,-27
"Under","REG","Wednesday","Home",41.5,10,10,1,"outdoors","grass",36,14,3281.30679556542,-93.3531750687135,24,3,21,23,23
"Over","REG","Monday","Home",44,8,8,0,"outdoors","grass",54,6,3056.47614282,-71.458339814,24,13,18,8,1
"Under","REG","Sunday","Home",44,7,7,1,"outdoors","grass",81,5,2814.96151999402,-7.79158077292815,23,31,24,27,-5
"Under","REG","Thursday","Home",48,4,4,1,"outdoors","grass",85,3,2914.40814556693,-15.2886558747285,20,10,4,24,30
"Over","REG","Thursday","Home",38,4,4,0,"dome","astroturf",72,0,2950.38867984,11.798429071837,26,19,2,23,28
"Under","REG","Saturday","Home",46.5,6,6,1,"outdoors","grass",49,5,3046.79107249,13.021531874134,7,15,8,8,-8
"Under","REG","Sunday","Home",42,6,7,1,"outdoors","grass",81,0,3194.55102968,-1.652307373261,27,3,19,3,8
"Under","REG","Sunday","Home",47,7,7,0,"outdoors","grass",67,12,2802.7159069,-8.61879019496,9,14,27,16,-16
"Over","REG","Sunday","Home",44.5,14,7,1,"outdoors","fieldturf",25,6,3017.62826345,-29.74502829079,20,25,27,15,-17
"Over","REG","Sunday","Home",45.5,7,7,0,"outdoors","fieldturf",48,6,3121.04557327895,-14.9455842283612,17,5,19,10,3
"Over","REG","Sunday","Home",47,14,7,1,"outdoors","grass",34,23,3072.10911382443,0.39698955155607,6,17,27,14,-24
"Under","DIV","Saturday","Home",33.5,6,13,0,"outdoors","grass",53,11,3289.29086333,-6.31644299814,8,2,6,6,6
"Over","REG","Sunday","Home",37,7,7,0,"outdoors","grass",42,10,3098.81530332,-10.200472725,4,19,8,29,6
"Under","REG","Monday","Home",52,8,8,0,"dome","sportturf",72,0,3024.43517715,-0.21840743949,4,27,20,12,-31
"Under","REG","Sunday","Home",44.5,7,7,0,"outdoors","grass",45,10,3011.88158523,62.2767478467,11,16,23,3,-25
"Over","REG","Sunday","Home",41,13,6,0,"dome","fieldturf",72,0,2964.12854423,-9.170468371486,15,26,15,23,-3
"Under","REG","Sunday","Home",46,7,7,0,"outdoors","grass",82,8,2949.78299915257,9.7610447904585,1,1,30,13,-17
"Under","REG","Sunday","Home",47,7,10,0,"outdoors","grass",83,7,3137.12756023709,-9.98358096937571,3,10,9,26,10
"Over","REG","Sunday","Home",42.5,7,7,0,"outdoors","grass",49,9,2937.87913472,-58.12363169898,22,5,12,9,14
"Under","DIV","Saturday","Home",47.5,7,13,0,"outdoors","grass",69,12,3310.71480617907,86.8064856845155,1,1,3,6,3
"Under","REG","Sunday","Home",32.5,7,7,1,"dome","fieldturf",72,0,2962.91302406,57.89055497561,24,6,7,25,36
"Over","REG","Monday","Home",47.5,7,7,1,"outdoors","fieldturf",70,5,3107.90432581,24.74459722988,32,32,32,32,0
"Over","REG","Sunday","Home",46.5,7,6,1,"outdoors","fieldturf",33,6,3195.81869484,19.68240146406,5,13,26,1,-33
"Under","REG","Sunday","Home",43,7,7,0,"outdoors","grass",83,5,3019.03333759,-5.65787237754,19,4,3,3,15
"Under","REG","Sunday","Home",41,7,7,1,"outdoors","grass",35,10,2955.8937322,-5.0455298651,4,6,24,22,-4
"Under","REG","Thursday","Home",47,4,4,0,"open","grass",72,0,2954.83531922,-8.5984410024,14,14,2,6,4
"Under","REG","Sunday","Home",36.5,7,7,0,"outdoors","grass",60,40,2778.54070605,-13.285912196999,30,23,13,21,15
"Over","REG","Sunday","Home",40,7,7,0,"outdoors","grass",93,3,2844.6502089,2.9605609203,25,14,26,9,-6
"Under","REG","Sunday","Home",47,7,7,1,"outdoors","grass",72,6,2926.660989,35.7846267102,14,22,16,17,-7
"Over","REG","Sunday","Home",44,7,7,0,"dome","fieldturf",72,0,2940.55681684,-29.9852710126,16,9,15,5,-3
"Over","REG","Sunday","Home",44,7,7,1,"outdoors","fieldturf",42,5,2904.2348953475,15.2494582366711,23,3,32,14,2
"Under","REG","Sunday","Home",46.5,6,7,0,"outdoors","grass",61,11,2795.31290079,-6.60566065291,7,12,18,25,2
"Over","REG","Sunday","Home",54.5,7,7,0,"outdoors","astroturf",56,2,3169.93387219443,43.6160853100335,3,7,19,8,-15
"Under","REG","Monday","Home",40,8,8,1,"outdoors","fieldturf",62,5,3015.19676182,-5.95012898618,19,11,3,32,37
"Over","REG","Sunday","Home",36.5,7,7,1,"outdoors","grass",84,8,3090.05069674,-41.0170591044,17,1,12,15,19
"Under","REG","Monday","Neutral",38.5,8,8,0,"outdoors","grass",79,3,3026.992785,-4.82386914,13,6,13,21,15
"Under","REG","Sunday","Home",53,6,7,0,"outdoors","grass",42,4,3352.14146957,16.26846242613,4,4,7,1,-6
"Under","REG","Sunday","Home",33,7,6,1,"outdoors","grass",59,0,3175.85555996,28.9578868716,8,4,7,4,1
"Under","DIV","Saturday","Home",48,6,13,1,"outdoors","grass",40,6,3103.15163405261,82.5046286745523,3,1,8,8,2
"Over","REG","Sunday","Home",43.5,14,14,0,"outdoors","grass",58,16,3178.91436788,10.5115658777218,7,27,15,13,-22
"Under","REG","Sunday","Home",41.5,10,14,0,"outdoors","fieldturf",50,15,2815.44750057556,-9.70564515750984,21,17,26,26,4
"Over","REG","Sunday","Home",45,7,7,1,"dome","sportturf",72,0,3100.02188519515,-0.322382242194879,32,32,32,32,0
"Over","REG","Sunday","Home",48,14,7,1,"outdoors","grass",77,4,2857.25945141,31.95814228633,1,18,1,23,5
"Under","REG","Sunday","Home",44.5,7,7,1,"outdoors","grass",68,3,2847.79294606,11.6187743442,4,27,12,11,-24
"Under","REG","Sunday","Home",36,7,7,1,"outdoors","grass",72,9,2888.11147233,-42.8661692449,28,12,10,23,29
"Under","REG","Sunday","Home",44,7,7,0,"outdoors","fieldturf",55,0,2935.70859793,2.4254553543,12,25,16,9,-20
"Over","REG","Sunday","Home",50,8,6,1,"dome","fieldturf",72,0,3111.62174301,26.87845836119,23,29,4,10,0
"Under","REG","Sunday","Home",41,7,6,0,"outdoors","fieldturf",61,7,3093.42638471,-163.2816208342,14,22,24,25,-7
"Under","REG","Sunday","Home",41,8,7,0,"outdoors","grass",41,6,2867.09208193716,20.2107219285556,27,27,28,20,-8
"Under","REG","Saturday","Home",42.5,6,6,0,"outdoors","grass",51,10,3131.47494201,-39.3332843863,29,21,28,2,-18
"Over","REG","Sunday","Home",53,7,7,0,"closed","grass",72,0,3136.03309898,39.3615972839,5,13,2,4,-6
"Over","REG","Sunday","Home",44,7,10,1,"closed","fieldturf",72,0,3100.1604537,-9.23760016402,25,3,4,28,46
"Over","REG","Sunday","Home",44,14,7,1,"outdoors","grass",79,0,2953.94389962,1.05212596651,11,25,26,1,-39
"Under","REG","Sunday","Home",39,7,7,1,"closed","astroturf",72,0,2925.78732014677,-67.9313813134522,25,23,19,29,12
